variable,label,unit,last_observation_date,last_observed_value,forecast_start,forecast_end,history_observations,return_observations_used,monthly_log_return_mean_lookback,monthly_log_return_vol_lookback,annualized_drift_lookback,annualized_vol_lookback,range_z_value,method_base,method_range,method_cross_check,business_read
usd_mxn,USD/MXN,MXN per USD,2026-05-31,17.291258333333335,2026-06-30,2027-12-31,121,60,-0.002395719537833951,0.02159778075106452,-0.028339324211548056,0.0748169071831537,1.2815515655446004,Flat forward from last observed monthly level,80% volatility cone using trailing monthly log-return volatility,Historical drift path using trailing mean monthly log return,"FX driver: higher USD/MXN generally improves USD-measured MXN costs, but USD debt must be considered."
manganese_ore_usd_dmtu,Manganese price,USD/dmtu,2026-05-31,4.963971147363636,2026-06-30,2027-12-31,61,60,-0.0001895048093094857,0.04669792343582666,-0.002271474001348972,0.16176635199762635,1.2815515655446004,Flat forward from last observed monthly level,80% volatility cone using trailing monthly log-return volatility,Historical drift path using trailing mean monthly log return,Operating driver: higher manganese price generally supports sales and margins.
