regime_name,USD/MXN,SOFR,Oro (USD/oz),Manganeso,Margen Bruto,Margen Operativo,Gasto Fin/Ventas,Margen Neto,Ventas (USD),n_trimestres
Tasas altas · Peso débil · Mang. bajo,19.39042169493007,0.043298409406398695,3283.5131827651517,4.150707001794975,0.17272292528430985,-0.0023261430863961595,0.12692017335193356,-0.1190376005695101,79386200.0,5
Tasas altas · Peso fuerte · Mang. bajo,17.97496813228438,0.04943969394041214,2048.6050052447554,4.509529828635512,0.13839491561391856,-0.03824914737084996,0.13205245094808105,-0.09550226082877196,92498500.0,8
Tasas cero · Peso débil · Mang. alto,20.266460303637334,0.0050978467955282,1813.5047135052446,5.126244753115225,0.27345434632676957,0.14178966768128776,0.04834368230802324,0.07789955520626092,141133833.33333334,6
