variable,label,unit,last_observation_date,last_observed_value,forecast_start,forecast_end,history_observations,return_observations_used,monthly_log_return_mean_lookback,monthly_log_return_vol_lookback,annualized_drift_lookback,annualized_vol_lookback,range_z_value,method_base,method_range,method_cross_check,business_read
gold_usd_oz,Gold price,USD/oz,2026-05-31,4658.4400000000005,2026-06-30,2027-12-31,136,60,0.015368823065826135,0.0351533000872102,0.20252784275737312,0.12177460360952702,1.2815515655446004,Flat forward from last observed monthly level,80% volatility cone using trailing monthly log-return volatility,Historical drift path using trailing mean monthly log return,"Commodity driver: higher gold price can support commodity-linked scenarios, but direct Autlan exposure must be validated against product mix."
